date,y_items
2023-11-01,NHS BOLTON,12,563.77
2023-11-01,NHS EAST LANCASHIRE,12,563.87
2023-11-01,NHS LEICESTER CITY,12,563.81
2023-11-01,NHS EAST RIDING OF YORKSHIRE,13,798.75
2023-11-01,NHS WAKEFIELD,13,610.84
2023-11-01,NHS CAMBRIDGESHIRE AND PETERBOROUGH,13,610.77
2023-11-01,NHS OLDHAM,14,657.82
2023-11-01,NHS GLOUCESTERSHIRE,15,704.8
2023-11-01,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",16,751.71
2023-11-01,NHS NORTH TYNESIDE,17,798.73
2023-11-01,NHS WIRRAL,18,845.75
2023-11-01,NHS NEWCASTLE GATESHEAD,19,892.73
2023-11-01,NHS SALFORD,21,986.7
2023-11-01,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",21,1080.66
2023-11-01,NHS SOMERSET,22,1033.68
2023-11-01,NHS DEVON,22,1033.66
2023-11-01,NHS DONCASTER,23,1080.53
2023-11-01,NHS TEES VALLEY,23,1080.74
2023-11-01,NHS HEREFORDSHIRE AND WORCESTERSHIRE,24,1127.54
2023-11-01,NHS EAST SUSSEX,25,1174.51
2023-11-01,NHS NORFOLK AND WAVENEY,26,1221.5
2023-11-01,"NHS SHROPSHIRE, TELFORD AND WREKIN",26,1221.55
2023-11-01,NHS WEST SUSSEX,28,1409.59
2023-11-01,NHS BIRMINGHAM AND SOLIHULL,32,1503.48
2023-11-01,NHS STOCKPORT,34,1597.36
2023-11-01,NHS TAMESIDE AND GLOSSOP,36,1691.43
2023-11-01,NHS LEEDS,36,1691.46
2023-11-01,NHS WIGAN BOROUGH,37,1738.43
2023-11-01,NHS KNOWSLEY,39,1832.44
2023-11-01,NHS NORTHUMBERLAND,41,1926.41
2023-11-01,NHS BURY,42,1973.32
2023-11-01,NHS KERNOW,48,2255.07
2023-11-01,NHS MANCHESTER,50,2349.11
2023-11-01,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,55,2583.93
2023-11-01,NHS KENT AND MEDWAY,60,2819.04
2023-11-01,NHS BLACK COUNTRY AND WEST BIRMINGHAM,62,2913.0
2023-11-01,NHS LINCOLNSHIRE,64,3006.68
2023-11-01,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",78,3664.59
2023-11-01,NHS NORTH WEST LONDON,80,3852.88
2023-11-01,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",89,4181.35
2023-11-01,NHS CHESHIRE,90,4322.33
2023-12-01,NHS CHORLEY AND SOUTH RIBBLE,1,47.02
2023-12-01,NHS NORTH CUMBRIA,1,47.01
2023-12-01,NHS NORTH STAFFORDSHIRE,1,47.02
2023-12-01,NHS PORTSMOUTH,1,47.02
2023-12-01,NHS SOUTH WEST LONDON,1,47.02
2023-12-01,NHS CASTLE POINT AND ROCHFORD,1,47.02
2023-12-01,NHS SOUTHEND,1,47.02
2023-12-01,NHS NORTH EAST LONDON,1,47.02
2023-12-01,NHS SOUTH TYNESIDE,2,94.05
2023-12-01,NHS WEST LANCASHIRE,2,94.04
2023-12-01,NHS EAST AND NORTH HERTFORDSHIRE,2,94.04
2023-12-01,NHS NORTH EAST ESSEX,2,94.02
2023-12-01,NHS THURROCK,2,94.02
2023-12-01,NHS BASILDON AND BRENTWOOD,2,94.02
2023-12-01,NHS KIRKLEES,2,94.04
2023-12-01,NHS BLACKBURN WITH DARWEN,3,141.06
2023-12-01,NHS GREATER PRESTON,3,141.07
2023-12-01,NHS SOUTH SEFTON,3,141.06
2023-12-01,NHS FYLDE AND WYRE,3,141.04
2023-12-01,NHS NORTH LINCOLNSHIRE,3,141.05
2023-12-01,NHS IPSWICH AND EAST SUFFOLK,3,141.05
2023-12-01,NHS MID ESSEX,3,141.05
2023-12-01,NHS WEST SUFFOLK,3,141.04
2023-12-01,NHS OXFORDSHIRE,3,141.05
2023-12-01,NHS SUNDERLAND,4,188.08
2023-12-01,NHS SOUTHPORT AND FORMBY,4,188.09
2023-12-01,NHS HERTS VALLEYS,4,188.09
2023-12-01,NHS BERKSHIRE WEST,4,188.09
2023-12-01,NHS NORTH YORKSHIRE,4,188.04
2023-12-01,NHS ST HELENS,5,235.11
2023-12-01,NHS WARRINGTON,5,235.07
2023-12-01,NHS WEST ESSEX,5,235.06
2023-12-01,NHS NORTHAMPTONSHIRE,5,235.11
2023-12-01,NHS BLACKPOOL,6,282.08
2023-12-01,NHS SHEFFIELD,6,282.11
2023-12-01,NHS BRIGHTON AND HOVE,6,282.09
2023-12-01,NHS BOLTON,7,329.08
2023-12-01,NHS WAKEFIELD,7,329.16
2023-12-01,NHS EAST LEICESTERSHIRE AND RUTLAND,7,329.07
2023-12-01,NHS BUCKINGHAMSHIRE,9,423.19
2023-12-01,NHS EAST RIDING OF YORKSHIRE,10,470.2
2023-12-01,NHS GLOUCESTERSHIRE,10,470.16
2023-12-01,NHS DORSET,11,517.14
2023-12-01,NHS SOUTH EAST LONDON,11,611.25
2023-12-01,NHS SURREY HEARTLANDS,11,517.18
2023-12-01,NHS TAMESIDE AND GLOSSOP,12,564.23
2023-12-01,NHS WEST LEICESTERSHIRE,12,564.21
2023-12-01,NHS STOCKPORT,13,611.19
2023-12-01,NHS NEWCASTLE GATESHEAD,13,611.24
2023-12-01,NHS COUNTY DURHAM,13,611.19
2023-12-01,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",13,611.28
2023-12-01,NHS EAST LANCASHIRE,14,658.3
2023-12-01,NHS HEREFORDSHIRE AND WORCESTERSHIRE,14,705.23
2023-12-01,NHS VALE OF YORK,15,752.21
2023-12-01,NHS FRIMLEY,16,752.3
2023-12-01,NHS WIRRAL,18,987.3
2023-12-01,NHS LIVERPOOL,18,846.29
2023-12-01,NHS CAMBRIDGESHIRE AND PETERBOROUGH,21,987.32
2023-12-01,NHS NORTH TYNESIDE,22,1034.41
2023-12-01,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",22,1034.45
2023-12-01,NHS NORTH CENTRAL LONDON,25,1222.53
2023-12-01,NHS DONCASTER,26,1222.34
2023-12-01,NHS DEVON,26,1222.49
2023-12-01,NHS BRADFORD DISTRICT AND CRAVEN,26,1222.32
2023-12-01,NHS SOMERSET,27,1269.47
2023-12-01,NHS EAST SUSSEX,28,1316.35
2023-12-01,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",30,1598.51
2023-12-01,NHS SALFORD,30,1410.49
2023-12-01,NHS OLDHAM,32,1504.43
2023-12-01,NHS KERNOW,32,1504.44
2023-12-01,NHS TEES VALLEY,33,1551.55
2023-12-01,NHS TRAFFORD,34,1598.52
2023-12-01,NHS LEEDS,35,1645.7
2023-12-01,NHS WEST SUSSEX,35,1692.62
2023-12-01,NHS NORFOLK AND WAVENEY,36,1786.54
2023-12-01,NHS KNOWSLEY,38,1786.85
2023-12-01,NHS WIGAN BOROUGH,38,1833.7
2023-12-01,NHS NORTHUMBERLAND,47,2209.74
2023-12-01,"NHS SHROPSHIRE, TELFORD AND WREKIN",53,4432.4
2023-12-01,NHS BLACK COUNTRY AND WEST BIRMINGHAM,58,2726.92
2023-12-01,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",69,3244.03
2023-12-01,NHS MANCHESTER,72,3385.0
2023-12-01,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,73,3431.89
2023-12-01,NHS KENT AND MEDWAY,73,3432.15
2023-12-01,NHS LINCOLNSHIRE,79,3713.94
2023-12-01,NHS BIRMINGHAM AND SOLIHULL,83,3902.32
2023-12-01,NHS LEICESTER CITY,88,4137.08
2023-12-01,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",93,4372.23
2023-12-01,NHS CHESHIRE,93,4419.27
2023-12-01,NHS NORTH WEST LONDON,109,5171.95
2023-12-01,NHS BURY,146,6864.07
2024-01-01,NHS HALTON,1,47.15
2024-01-01,NHS BASSETLAW,1,47.15
2024-01-01,NHS ROTHERHAM,1,47.15
2024-01-01,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,1,47.15
2024-01-01,NHS MID ESSEX,1,47.15
2024-01-01,NHS THURROCK,1,47.13
2024-01-01,NHS WEST ESSEX,1,47.15
2024-01-01,NHS WEST SUFFOLK,1,47.13
2024-01-01,NHS OXFORDSHIRE,1,47.13
2024-01-01,NHS BERKSHIRE WEST,1,47.15
2024-01-01,NHS KIRKLEES,1,47.15
2024-01-01,NHS BARNSLEY,2,94.3
2024-01-01,NHS HULL,2,94.3
2024-01-01,NHS EAST AND NORTH HERTFORDSHIRE,2,94.28
2024-01-01,NHS IPSWICH AND EAST SUFFOLK,2,94.28
2024-01-01,NHS NORTH EAST LONDON,2,94.28
2024-01-01,NHS SUNDERLAND,3,141.43
2024-01-01,NHS CHORLEY AND SOUTH RIBBLE,3,141.45
2024-01-01,NHS SOUTH SEFTON,3,141.42
2024-01-01,NHS DERBY AND DERBYSHIRE,3,141.43
2024-01-01,NHS BASILDON AND BRENTWOOD,3,141.4
2024-01-01,NHS GREATER PRESTON,4,188.59
2024-01-01,NHS ST HELENS,4,188.59
2024-01-01,NHS CALDERDALE,5,235.69
2024-01-01,NHS WARRINGTON,6,282.85
2024-01-01,NHS SHEFFIELD,6,282.87
2024-01-01,NHS VALE OF YORK,6,282.82
2024-01-01,NHS NORTH CUMBRIA,7,329.93
2024-01-01,NHS NORTH LINCOLNSHIRE,7,329.94
2024-01-01,NHS EAST LEICESTERSHIRE AND RUTLAND,7,329.97
2024-01-01,NHS SOUTHPORT AND FORMBY,8,377.18
2024-01-01,NHS HERTS VALLEYS,8,377.16
2024-01-01,NHS BRIGHTON AND HOVE,8,377.13
2024-01-01,NHS NORTHAMPTONSHIRE,8,377.16
2024-01-01,NHS COVENTRY AND WARWICKSHIRE,8,377.16
2024-01-01,NHS BLACKBURN WITH DARWEN,9,424.23
2024-01-01,NHS NORTH EAST ESSEX,9,424.21
2024-01-01,NHS SURREY HEARTLANDS,10,471.43
2024-01-01,NHS EAST LANCASHIRE,11,518.61
2024-01-01,NHS FYLDE AND WYRE,12,565.61
2024-01-01,NHS WEST LEICESTERSHIRE,12,565.67
2024-01-01,NHS NORTH YORKSHIRE,12,565.63
2024-01-01,NHS SOUTH EAST LONDON,12,565.77
2024-01-01,NHS FRIMLEY,12,565.71
2024-01-01,NHS DORSET,13,612.82
2024-01-01,NHS LIVERPOOL,13,612.89
2024-01-01,NHS LEICESTER CITY,14,659.98
2024-01-01,NHS GLOUCESTERSHIRE,14,659.97
2024-01-01,NHS BUCKINGHAMSHIRE,15,707.16
2024-01-01,NHS COUNTY DURHAM,15,707.09
2024-01-01,NHS NORTH TYNESIDE,15,707.09
2024-01-01,NHS HEREFORDSHIRE AND WORCESTERSHIRE,16,754.26
2024-01-01,NHS BLACKPOOL,19,895.55
2024-01-01,NHS NEWCASTLE GATESHEAD,19,895.69
2024-01-01,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",19,895.76
2024-01-01,NHS DONCASTER,20,942.73
2024-01-01,NHS CAMBRIDGESHIRE AND PETERBOROUGH,20,942.76
2024-01-01,NHS EAST RIDING OF YORKSHIRE,21,1084.25
2024-01-01,NHS EAST SUSSEX,21,989.89
2024-01-01,NHS STOCKPORT,22,1037.0
2024-01-01,NHS WAKEFIELD,22,1131.44
2024-01-01,NHS DEVON,22,1037.14
2024-01-01,NHS SALFORD,24,1131.36
2024-01-01,NHS NORFOLK AND WAVENEY,24,1225.54
2024-01-01,NHS NORTH CENTRAL LONDON,24,1131.53
2024-01-01,NHS WIRRAL,26,1225.59
2024-01-01,NHS SOMERSET,27,1272.89
2024-01-01,NHS TAMESIDE AND GLOSSOP,28,1319.95
2024-01-01,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",29,1367.13
2024-01-01,NHS KNOWSLEY,30,1414.35
2024-01-01,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",32,1602.56
2024-01-01,NHS TEES VALLEY,35,1649.89
2024-01-01,NHS LEEDS,36,1697.12
2024-01-01,NHS WIGAN BOROUGH,37,1744.19
2024-01-01,NHS KERNOW,38,1885.5
2024-01-01,NHS TRAFFORD,51,2404.1
2024-01-01,"NHS SHROPSHIRE, TELFORD AND WREKIN",55,2687.12
2024-01-01,NHS BLACK COUNTRY AND WEST BIRMINGHAM,59,2781.06
2024-01-01,NHS WEST SUSSEX,60,2922.65
2024-01-01,NHS LINCOLNSHIRE,60,2828.05
2024-01-01,NHS MANCHESTER,64,3016.66
2024-01-01,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",65,3063.88
2024-01-01,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,70,3299.41
2024-01-01,NHS OLDHAM,71,3346.83
2024-01-01,NHS BRADFORD DISTRICT AND CRAVEN,71,3393.65
2024-01-01,NHS BURY,76,3676.89
2024-01-01,NHS BIRMINGHAM AND SOLIHULL,79,3912.45
2024-01-01,NHS KENT AND MEDWAY,80,3818.13
2024-01-01,NHS CHESHIRE,81,3817.99
2024-01-01,NHS NORTH WEST LONDON,87,4101.43
2024-01-01,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",92,4336.54
2024-01-01,NHS BOLTON,109,5137.51
2024-01-01,NHS NORTHUMBERLAND,118,5562.07
 HOVE,6,282.09
2023-12-01,00T,NHS BOLTON,7,329.08
2023-12-01,03R,NHS WAKEFIELD,7,329.16
2023-12-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,7,329.07
2023-12-01,14Y,NHS BUCKINGHAMSHIRE,9,423.19
2023-12-01,02Y,NHS EAST RIDING OF YORKSHIRE,10,470.2
2023-12-01,11M,NHS GLOUCESTERSHIRE,10,470.16
2023-12-01,11J,NHS DORSET,11,517.14
2023-12-01,72Q,NHS SOUTH EAST LONDON,11,611.25
2023-12-01,92A,NHS SURREY HEARTLANDS,11,517.18
2023-12-01,01Y,NHS TAMESIDE AND GLOSSOP,12,564.23
2023-12-01,04V,NHS WEST LEICESTERSHIRE,12,564.21
2023-12-01,01W,NHS STOCKPORT,13,611.19
2023-12-01,13T,NHS NEWCASTLE GATESHEAD,13,611.24
2023-12-01,84H,NHS COUNTY DURHAM,13,611.19
2023-12-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",13,611.28
2023-12-01,01A,NHS EAST LANCASHIRE,14,658.3
2023-12-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,14,705.23
2023-12-01,03Q,NHS VALE OF YORK,15,752.21
2023-12-01,D4U1Y,NHS FRIMLEY,16,752.3
2023-12-01,12F,NHS WIRRAL,18,987.3
2023-12-01,99A,NHS LIVERPOOL,18,846.29
2023-12-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,21,987.32
2023-12-01,99C,NHS NORTH TYNESIDE,22,1034.41
2023-12-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",22,1034.45
2023-12-01,93C,NHS NORTH CENTRAL LONDON,25,1222.53
2023-12-01,02X,NHS DONCASTER,26,1222.34
2023-12-01,15N,NHS DEVON,26,1222.49
2023-12-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,26,1222.32
2023-12-01,11X,NHS SOMERSET,27,1269.47
2023-12-01,97R,NHS EAST SUSSEX,28,1316.35
2023-12-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",30,1598.51
2023-12-01,01G,NHS SALFORD,30,1410.49
2023-12-01,00Y,NHS OLDHAM,32,1504.43
2023-12-01,11N,NHS KERNOW,32,1504.44
2023-12-01,16C,NHS TEES VALLEY,33,1551.55
2023-12-01,02A,NHS TRAFFORD,34,1598.52
2023-12-01,15F,NHS LEEDS,35,1645.7
2023-12-01,70F,NHS WEST SUSSEX,35,1692.62
2023-12-01,26A,NHS NORFOLK AND WAVENEY,36,1786.54
2023-12-01,01J,NHS KNOWSLEY,38,1786.85
2023-12-01,02H,NHS WIGAN BOROUGH,38,1833.7
2023-12-01,00L,NHS NORTHUMBERLAND,47,2209.74
2023-12-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",53,4432.4
2023-12-01,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM,58,2726.92
2023-12-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",69,3244.03
2023-12-01,14L,NHS MANCHESTER,72,3385.0
2023-12-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,73,3431.89
2023-12-01,91Q,NHS KENT AND MEDWAY,73,3432.15
2023-12-01,71E,NHS LINCOLNSHIRE,79,3713.94
2023-12-01,15E,NHS BIRMINGHAM AND SOLIHULL,83,3902.32
2023-12-01,04C,NHS LEICESTER CITY,88,4137.08
2023-12-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",93,4372.23
2023-12-01,27D,NHS CHESHIRE,93,4419.27
2023-12-01,W2U3Z,NHS NORTH WEST LONDON,109,5171.95
2023-12-01,00V,NHS BURY,146,6864.07
2024-01-01,01F,NHS HALTON,1,47.15
2024-01-01,02Q,NHS BASSETLAW,1,47.15
2024-01-01,03L,NHS ROTHERHAM,1,47.15
2024-01-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,1,47.15
2024-01-01,06Q,NHS MID ESSEX,1,47.15
2024-01-01,07G,NHS THURROCK,1,47.13
2024-01-01,07H,NHS WEST ESSEX,1,47.15
2024-01-01,07K,NHS WEST SUFFOLK,1,47.13
2024-01-01,10Q,NHS OXFORDSHIRE,1,47.13
2024-01-01,15A,NHS BERKSHIRE WEST,1,47.15
2024-01-01,X2C4Y,NHS KIRKLEES,1,47.15
2024-01-01,02P,NHS BARNSLEY,2,94.3
2024-01-01,03F,NHS HULL,2,94.3
2024-01-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,2,94.28
2024-01-01,06L,NHS IPSWICH AND EAST SUFFOLK,2,94.28
2024-01-01,A3A8R,NHS NORTH EAST LONDON,2,94.28
2024-01-01,00P,NHS SUNDERLAND,3,141.43
2024-01-01,00X,NHS CHORLEY AND SOUTH RIBBLE,3,141.45
2024-01-01,01T,NHS SOUTH SEFTON,3,141.42
2024-01-01,15M,NHS DERBY AND DERBYSHIRE,3,141.43
2024-01-01,99E,NHS BASILDON AND BRENTWOOD,3,141.4
2024-01-01,01E,NHS GREATER PRESTON,4,188.59
2024-01-01,01X,NHS ST HELENS,4,188.59
2024-01-01,02T,NHS CALDERDALE,5,235.69
2024-01-01,02E,NHS WARRINGTON,6,282.85
2024-01-01,03N,NHS SHEFFIELD,6,282.87
2024-01-01,03Q,NHS VALE OF YORK,6,282.82
2024-01-01,01H,NHS NORTH CUMBRIA,7,329.93
2024-01-01,03K,NHS NORTH LINCOLNSHIRE,7,329.94
2024-01-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,7,329.97
2024-01-01,01V,NHS SOUTHPORT AND FORMBY,8,377.18
2024-01-01,06N,NHS HERTS VALLEYS,8,377.16
2024-01-01,09D,NHS BRIGHTON AND HOVE,8,377.13
2024-01-01,78H,NHS NORTHAMPTONSHIRE,8,377.16
2024-01-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,8,377.16
2024-01-01,00Q,NHS BLACKBURN WITH DARWEN,9,424.23
2024-01-01,06T,NHS NORTH EAST ESSEX,9,424.21
2024-01-01,92A,NHS SURREY HEARTLANDS,10,471.43
2024-01-01,01A,NHS EAST LANCASHIRE,11,518.61
2024-01-01,02M,NHS FYLDE AND WYRE,12,565.61
2024-01-01,04V,NHS WEST LEICESTERSHIRE,12,565.67
2024-01-01,42D,NHS NORTH YORKSHIRE,12,565.63
2024-01-01,72Q,NHS SOUTH EAST LONDON,12,565.77
2024-01-01,D4U1Y,NHS FRIMLEY,12,565.71
2024-01-01,11J,NHS DORSET,13,612.82
2024-01-01,99A,NHS LIVERPOOL,13,612.89
2024-01-01,04C,NHS LEICESTER CITY,14,659.98
2024-01-01,11M,NHS GLOUCESTERSHIRE,14,659.97
2024-01-01,14Y,NHS BUCKINGHAMSHIRE,15,707.16
2024-01-01,84H,NHS COUNTY DURHAM,15,707.09
2024-01-01,99C,NHS NORTH TYNESIDE,15,707.09
2024-01-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,16,754.26
2024-01-01,00R,NHS BLACKPOOL,19,895.55
2024-01-01,13T,NHS NEWCASTLE GATESHEAD,19,895.69
2024-01-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",19,895.76
2024-01-01,02X,NHS DONCASTER,20,942.73
2024-01-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,20,942.76
2024-01-01,02Y,NHS EAST RIDING OF YORKSHIRE,21,1084.25
2024-01-01,97R,NHS EAST SUSSEX,21,989.89
2024-01-01,01W,NHS STOCKPORT,22,1037.0
2024-01-01,03R,NHS WAKEFIELD,22,1131.44
2024-01-01,15N,NHS DEVON,22,1037.14
2024-01-01,01G,NHS SALFORD,24,1131.36
2024-01-01,26A,NHS NORFOLK AND WAVENEY,24,1225.54
2024-01-01,93C,NHS NORTH CENTRAL LONDON,24,1131.53
2024-01-01,12F,NHS WIRRAL,26,1225.59
2024-01-01,11X,NHS SOMERSET,27,1272.89
2024-01-01,01Y,NHS TAMESIDE AND GLOSSOP,28,1319.95
2024-01-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",29,1367.13
2024-01-01,01J,NHS KNOWSLEY,30,1414.35
2024-01-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",32,1602.56
2024-01-01,16C,NHS TEES VALLEY,35,1649.89
2024-01-01,15F,NHS LEEDS,36,1697.12
2024-01-01,02H,NHS WIGAN BOROUGH,37,1744.19
2024-01-01,11N,NHS KERNOW,38,1885.5
2024-01-01,02A,NHS TRAFFORD,51,2404.1
2024-01-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",55,2687.12
2024-01-01,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM,59,2781.06
2024-01-01,70F,NHS WEST SUSSEX,60,2922.65
2024-01-01,71E,NHS LINCOLNSHIRE,60,2828.05
2024-01-01,14L,NHS MANCHESTER,64,3016.66
2024-01-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",65,3063.88
2024-01-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,70,3299.41
2024-01-01,00Y,NHS OLDHAM,71,3346.83
2024-01-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,71,3393.65
2024-01-01,00V,NHS BURY,76,3676.89
2024-01-01,15E,NHS BIRMINGHAM AND SOLIHULL,79,3912.45
2024-01-01,91Q,NHS KENT AND MEDWAY,80,3818.13
2024-01-01,27D,NHS CHESHIRE,81,3817.99
2024-01-01,W2U3Z,NHS NORTH WEST LONDON,87,4101.43
2024-01-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",92,4336.54
2024-01-01,00T,NHS BOLTON,109,5137.51
2024-01-01,00L,NHS NORTHUMBERLAND,118,5562.07
ALE OF YORK,15,752.21,0,0
2023-12-01,D4U1Y,NHS FRIMLEY,16,752.3,0,0
2023-12-01,12F,NHS WIRRAL,18,987.3,0,0
2023-12-01,99A,NHS LIVERPOOL,18,846.29,0,0
2023-12-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,21,987.32,0,0
2023-12-01,99C,NHS NORTH TYNESIDE,22,1034.41,0,0
2023-12-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",22,1034.45,0,0
2023-12-01,93C,NHS NORTH CENTRAL LONDON,25,1222.53,0,0
2023-12-01,02X,NHS DONCASTER,26,1222.34,0,0
2023-12-01,15N,NHS DEVON,26,1222.49,0,0
2023-12-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,26,1222.32,0,0
2023-12-01,11X,NHS SOMERSET,27,1269.47,0,0
2023-12-01,97R,NHS EAST SUSSEX,28,1316.35,0,0
2023-12-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",30,1598.51,0,0
2023-12-01,01G,NHS SALFORD,30,1410.49,0,0
2023-12-01,00Y,NHS OLDHAM,32,1504.43,0,0
2023-12-01,11N,NHS KERNOW,32,1504.44,0,0
2023-12-01,16C,NHS TEES VALLEY,33,1551.55,0,0
2023-12-01,02A,NHS TRAFFORD,34,1598.52,0,0
2023-12-01,15F,NHS LEEDS,35,1645.7,0,0
2023-12-01,70F,NHS WEST SUSSEX,35,1692.62,0,0
2023-12-01,26A,NHS NORFOLK AND WAVENEY,36,1786.54,0,0
2023-12-01,01J,NHS KNOWSLEY,38,1786.85,0,0
2023-12-01,02H,NHS WIGAN BOROUGH,38,1833.7,0,0
2023-12-01,00L,NHS NORTHUMBERLAND,47,2209.74,0,0
2023-12-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",53,4432.4,0,0
2023-12-01,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM,58,2726.92,0,0
2023-12-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",69,3244.03,0,0
2023-12-01,14L,NHS MANCHESTER,72,3385.0,0,0
2023-12-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,73,3431.89,0,0
2023-12-01,91Q,NHS KENT AND MEDWAY,73,3432.15,0,0
2023-12-01,71E,NHS LINCOLNSHIRE,79,3713.94,0,0
2023-12-01,15E,NHS BIRMINGHAM AND SOLIHULL,83,3902.32,0,0
2023-12-01,04C,NHS LEICESTER CITY,88,4137.08,0,0
2023-12-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",93,4372.23,0,0
2023-12-01,27D,NHS CHESHIRE,93,4419.27,0,0
2023-12-01,W2U3Z,NHS NORTH WEST LONDON,109,5171.95,0,0
2023-12-01,00V,NHS BURY,146,6864.07,0,0
2024-01-01,01F,NHS HALTON,1,47.15,0,0
2024-01-01,02Q,NHS BASSETLAW,1,47.15,0,0
2024-01-01,03L,NHS ROTHERHAM,1,47.15,0,0
2024-01-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,1,47.15,0,0
2024-01-01,06Q,NHS MID ESSEX,1,47.15,0,0
2024-01-01,07G,NHS THURROCK,1,47.13,0,0
2024-01-01,07H,NHS WEST ESSEX,1,47.15,0,0
2024-01-01,07K,NHS WEST SUFFOLK,1,47.13,0,0
2024-01-01,10Q,NHS OXFORDSHIRE,1,47.13,0,0
2024-01-01,15A,NHS BERKSHIRE WEST,1,47.15,0,0
2024-01-01,X2C4Y,NHS KIRKLEES,1,47.15,0,0
2024-01-01,02P,NHS BARNSLEY,2,94.3,0,0
2024-01-01,03F,NHS HULL,2,94.3,0,0
2024-01-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,2,94.28,0,0
2024-01-01,06L,NHS IPSWICH AND EAST SUFFOLK,2,94.28,0,0
2024-01-01,A3A8R,NHS NORTH EAST LONDON,2,94.28,0,0
2024-01-01,00P,NHS SUNDERLAND,3,141.43,0,0
2024-01-01,00X,NHS CHORLEY AND SOUTH RIBBLE,3,141.45,0,0
2024-01-01,01T,NHS SOUTH SEFTON,3,141.42,0,0
2024-01-01,15M,NHS DERBY AND DERBYSHIRE,3,141.43,0,0
2024-01-01,99E,NHS BASILDON AND BRENTWOOD,3,141.4,0,0
2024-01-01,01E,NHS GREATER PRESTON,4,188.59,0,0
